cow_id,parity,blood_calcium_mg_dl,blood_phosphorus_mg_dl,body_condition_score,days_to_calving,milk_yield_day1_kg,activity_level_score,dietary_cation_anion_difference,feed_intake_kg_day,rumination_minutes_day,behavioral_pattern,emergency_vet_required,stage
COW-1736,2,8.58,3.96,3.3,1,12.6,9.9,15.1,24.2,572.6,Lethargic,No,Normal
COW-1737,8,10.48,3.96,3.7,11,41.2,7.6,26.8,23.0,456.6,Unable to stand,No,Normal
COW-1738,6,4.13,5.1,4.8,27,37.7,1.6,-5.8,9.5,88.1,Lethargic,Yes,Critical
COW-1739,3,6.26,3.95,4.4,26,34.0,4.9,32.9,12.4,395.9,Normal movement,No,Mild
COW-1740,7,9.62,3.02,3.7,-5,40.8,8.2,28.5,22.3,481.0,Muscle tremors,No,Normal
COW-1741,5,7.42,3.86,2.1,10,20.2,5.4,20.2,18.5,432.8,Lethargic,No,Subclinical
COW-1742,5,5.79,4.05,2.3,17,32.1,2.1,38.5,14.9,298.7,Lethargic,Yes,Moderate
COW-1743,5,9.94,3.29,4.4,17,17.7,8.2,38.1,22.3,498.7,Reduced movement,No,Normal
COW-1744,1,9.57,3.53,4.2,19,43.1,9.9,-0.8,23.4,567.1,Unable to stand,No,Normal
COW-1745,8,7.31,6.76,2.5,9,35.5,5.5,8.9,17.9,471.2,Reduced movement,No,Subclinical
COW-1746,2,5.45,5.85,4.8,6,32.7,2.9,-13.8,13.7,201.1,Reduced movement,Yes,Moderate
COW-1747,7,5.62,5.28,3.9,20,13.5,2.4,14.0,9.0,231.2,Normal movement,Yes,Moderate
COW-1748,7,6.35,7.67,2.4,0,19.4,3.2,36.6,12.1,374.6,Unable to stand,No,Mild
COW-1749,1,10.42,6.54,2.6,25,36.6,7.3,34.1,23.2,500.8,Reduced movement,No,Normal
COW-1750,8,8.81,3.62,4.5,1,29.1,7.2,-9.4,22.8,544.1,Muscle tremors,No,Normal
COW-1751,4,8.55,4.13,4.6,19,34.0,8.3,24.3,19.0,548.3,Normal movement,No,Normal
COW-1752,2,7.31,4.67,3.1,0,41.3,6.9,18.2,16.4,361.4,Reduced movement,No,Subclinical
COW-1753,6,7.84,4.51,4.5,17,40.6,6.4,-0.1,15.8,450.1,Muscle tremors,No,Subclinical
COW-1754,5,6.73,7.67,2.4,4,21.2,4.4,6.5,12.5,250.3,Muscle tremors,No,Mild
COW-1755,2,5.52,7.97,2.5,19,22.3,3.9,12.2,9.9,190.9,Muscle tremors,Yes,Moderate
COW-1756,7,6.54,7.61,3.1,30,27.4,4.3,14.4,12.8,391.6,Unable to stand,No,Mild
COW-1757,4,7.54,6.47,4.2,0,18.2,6.2,-14.8,17.1,436.7,Normal movement,No,Subclinical
COW-1758,8,8.34,7.24,4.6,3,20.3,6.8,-7.1,15.3,402.4,Unable to stand,No,Subclinical
COW-1759,7,3.84,7.81,4.1,19,35.7,1.7,23.3,4.3,96.5,Muscle tremors,Yes,Critical
COW-1760,2,7.93,3.15,3.1,0,18.6,5.1,-14.3,19.2,480.6,Muscle tremors,No,Subclinical
COW-1761,3,9.44,5.35,4.2,23,37.3,7.4,23.2,21.7,592.3,Lethargic,No,Normal
COW-1762,1,10.26,3.05,4.5,24,29.4,7.1,30.6,23.3,525.5,Unable to stand,No,Normal
COW-1763,4,7.59,7.89,2.4,8,24.0,5.3,-11.9,19.9,428.2,Muscle tremors,No,Subclinical
COW-1764,2,10.13,7.14,2.5,18,32.6,8.4,-4.3,20.2,546.3,Normal movement,No,Normal
COW-1765,6,9.71,5.71,2.2,-5,36.5,9.5,2.0,18.2,492.3,Unable to stand,No,Normal
COW-1766,1,8.98,7.93,3.5,-2,21.0,7.3,36.9,22.0,456.7,Normal movement,No,Normal
COW-1767,5,4.84,4.78,2.4,1,21.6,1.3,34.3,5.9,126.9,Unable to stand,Yes,Critical
COW-1768,3,8.55,3.19,2.5,24,12.8,9.4,19.4,21.3,580.3,Reduced movement,No,Normal
COW-1769,3,5.69,6.64,4.0,16,25.7,2.3,-7.8,14.7,242.0,Lethargic,Yes,Moderate
COW-1770,7,7.06,7.99,3.8,4,29.8,6.4,39.7,18.4,385.9,Normal movement,No,Subclinical
COW-1771,3,5.69,7.48,3.5,24,21.0,2.6,36.4,14.1,275.7,Reduced movement,Yes,Moderate
COW-1772,6,9.21,7.93,4.9,23,32.8,7.2,-7.3,23.0,519.1,Normal movement,No,Normal
COW-1773,8,3.56,7.59,2.4,18,27.9,1.8,19.4,6.4,182.8,Lethargic,Yes,Critical
COW-1774,7,7.71,6.1,3.9,10,34.5,5.5,15.8,19.4,452.4,Reduced movement,No,Subclinical
COW-1775,5,5.34,7.37,4.0,17,26.3,3.1,20.3,14.0,206.8,Muscle tremors,Yes,Moderate
COW-1776,3,9.96,4.0,3.0,15,22.0,9.8,18.2,24.5,565.2,Reduced movement,No,Normal
COW-1777,8,6.1,3.73,2.6,-3,44.6,3.9,27.6,15.3,392.3,Normal movement,No,Mild
COW-1778,6,4.61,3.11,4.3,22,19.4,2.0,20.0,5.3,105.4,Normal movement,Yes,Critical
COW-1779,5,9.31,5.62,4.0,11,16.4,7.9,-12.0,23.0,580.7,Muscle tremors,No,Normal
COW-1780,5,8.83,6.44,2.5,22,22.4,8.0,23.1,20.9,521.3,Muscle tremors,No,Normal
COW-1781,4,5.07,7.93,4.8,15,10.5,3.3,34.3,12.3,218.8,Reduced movement,Yes,Moderate
COW-1782,6,7.16,3.02,3.4,3,32.2,6.9,20.1,17.0,428.1,Unable to stand,No,Subclinical
COW-1783,4,9.99,6.0,2.6,8,43.3,7.6,38.4,22.9,566.2,Unable to stand,No,Normal
COW-1784,6,4.64,7.34,4.1,24,24.5,0.5,4.3,9.4,140.3,Unable to stand,Yes,Critical
COW-1785,6,7.16,5.97,3.6,19,20.0,5.4,21.3,17.1,376.5,Muscle tremors,No,Subclinical
COW-1786,2,6.9,6.08,3.2,26,36.2,4.6,19.3,12.6,347.4,Unable to stand,No,Mild
COW-1787,8,9.51,4.06,4.3,30,23.3,9.4,-4.2,22.7,577.8,Muscle tremors,No,Normal
COW-1788,6,4.85,6.52,4.2,-5,42.9,1.9,28.0,6.5,178.5,Unable to stand,Yes,Critical
COW-1789,5,9.11,3.02,4.7,-3,10.5,9.7,-6.6,24.4,551.0,Lethargic,No,Normal
COW-1790,6,5.3,7.87,2.6,20,39.0,3.9,29.1,14.9,209.0,Unable to stand,Yes,Moderate
COW-1791,7,8.37,5.19,2.3,3,27.6,5.3,19.7,19.5,427.6,Muscle tremors,No,Subclinical
COW-1792,5,5.75,3.13,2.0,4,11.0,2.3,23.9,10.3,191.2,Normal movement,Yes,Moderate
COW-1793,1,8.04,4.79,2.7,9,20.4,5.3,14.4,17.3,444.7,Reduced movement,No,Subclinical
COW-1794,7,6.69,6.14,3.9,1,13.9,4.3,36.0,13.6,390.2,Normal movement,No,Mild
COW-1795,5,9.02,7.56,2.6,1,27.2,7.5,-13.8,18.5,576.7,Normal movement,No,Normal
COW-1796,2,7.29,5.25,2.5,14,10.4,5.8,-5.2,19.4,445.0,Unable to stand,No,Subclinical
COW-1797,1,6.11,6.0,2.0,28,36.0,3.7,36.0,14.1,399.2,Reduced movement,No,Mild
COW-1798,1,6.47,7.49,2.1,3,17.7,4.5,25.0,13.3,304.7,Reduced movement,No,Mild
COW-1799,8,8.9,5.34,4.4,22,27.9,7.3,7.0,23.0,547.8,Reduced movement,No,Normal
COW-1800,4,9.87,5.92,4.3,14,15.8,9.7,-3.7,20.0,508.9,Muscle tremors,No,Normal
COW-1801,8,7.59,6.04,3.3,17,23.1,6.5,19.8,19.1,443.4,Normal movement,No,Subclinical
COW-1802,1,8.34,7.39,4.9,28,22.3,5.5,-13.4,17.0,440.6,Reduced movement,No,Subclinical
COW-1803,7,5.71,4.86,4.3,2,10.3,2.7,22.9,8.5,258.8,Lethargic,Yes,Moderate
COW-1804,6,10.3,5.64,2.3,12,35.1,8.7,37.0,20.7,540.3,Normal movement,No,Normal
COW-1805,7,7.95,3.25,3.5,-3,44.7,5.9,8.2,19.1,379.7,Normal movement,No,Subclinical
COW-1806,6,7.83,6.92,3.7,-5,41.9,5.5,0.6,15.1,352.7,Muscle tremors,No,Subclinical
COW-1807,1,9.17,5.08,2.9,15,36.4,7.0,7.0,21.3,574.5,Unable to stand,No,Normal
COW-1808,8,6.55,7.24,4.9,2,39.5,3.8,36.6,16.2,318.2,Normal movement,No,Mild
COW-1809,1,10.15,6.62,2.7,0,16.7,7.4,34.6,25.0,579.2,Lethargic,No,Normal
COW-1810,1,5.84,3.55,4.8,-1,19.2,3.7,22.8,9.8,274.2,Muscle tremors,Yes,Moderate
COW-1811,3,10.35,3.74,3.8,21,32.3,8.8,21.8,18.8,497.9,Unable to stand,No,Normal
COW-1812,8,7.93,4.13,2.8,13,34.9,7.0,4.4,16.6,459.6,Reduced movement,No,Subclinical
COW-1813,4,6.63,6.35,3.4,19,16.6,3.2,-9.3,15.0,281.9,Reduced movement,No,Mild
COW-1814,6,5.68,5.52,4.7,9,42.1,2.6,6.2,11.2,198.5,Muscle tremors,Yes,Moderate
COW-1815,4,5.7,4.54,4.6,1,15.2,2.4,33.2,9.9,199.7,Normal movement,Yes,Moderate
COW-1816,8,8.87,4.33,4.8,0,22.4,7.1,-3.3,22.6,517.9,Muscle tremors,No,Normal
COW-1817,6,7.07,6.66,3.3,13,16.6,5.5,-5.3,15.5,447.3,Lethargic,No,Subclinical
COW-1818,8,7.73,3.56,2.3,-3,30.1,5.2,-1.9,15.2,387.3,Unable to stand,No,Subclinical
COW-1819,4,10.27,4.1,4.5,12,27.3,9.1,-5.6,20.8,508.9,Reduced movement,No,Normal
COW-1820,5,9.91,7.54,3.9,14,39.8,7.9,22.8,18.0,477.8,Reduced movement,No,Normal
COW-1821,2,8.83,6.33,3.3,-4,16.2,8.0,-0.5,21.2,594.3,Normal movement,No,Normal
COW-1822,1,9.69,4.24,2.3,-4,29.9,9.9,39.5,22.1,523.2,Reduced movement,No,Normal
COW-1823,3,8.06,4.68,3.5,17,44.6,6.6,-0.8,15.5,470.6,Muscle tremors,No,Subclinical
COW-1824,8,8.53,6.87,4.6,25,13.9,8.1,22.7,23.0,583.7,Normal movement,No,Normal
COW-1825,7,10.21,4.22,4.2,22,22.6,9.0,25.9,19.0,524.7,Reduced movement,No,Normal
COW-1826,7,5.57,7.5,3.3,28,16.1,3.9,35.1,14.1,261.5,Lethargic,Yes,Moderate
COW-1827,7,5.53,5.9,4.1,2,25.2,3.9,10.0,9.9,202.9,Lethargic,Yes,Moderate
COW-1828,1,9.5,7.83,3.9,5,20.6,9.1,0.9,21.3,472.5,Lethargic,No,Normal
COW-1829,1,8.93,3.03,3.1,-5,11.7,9.5,-7.4,18.9,523.3,Lethargic,No,Normal
COW-1830,3,5.86,5.16,4.8,13,17.7,3.4,11.0,9.0,268.0,Lethargic,Yes,Moderate
COW-1831,7,9.35,4.51,2.9,22,33.8,9.9,2.7,18.7,489.2,Unable to stand,No,Normal
COW-1832,4,9.0,4.49,4.8,24,29.1,8.2,5.7,19.4,495.7,Muscle tremors,No,Normal
COW-1833,8,9.89,4.77,3.4,21,26.1,8.5,35.2,22.8,503.6,Normal movement,No,Normal
COW-1834,7,3.62,5.9,3.1,29,41.5,0.7,33.3,9.4,174.4,Normal movement,Yes,Critical
COW-1835,7,6.11,5.59,4.5,0,11.9,4.3,30.6,14.8,364.4,Normal movement,No,Mild
COW-1836,2,10.14,3.61,3.8,27,35.9,8.7,-12.1,22.8,579.6,Reduced movement,No,Normal
COW-1837,8,7.19,6.14,4.2,-5,38.2,6.8,19.3,18.2,373.2,Reduced movement,No,Subclinical
COW-1838,1,8.81,3.52,2.1,27,25.5,9.6,-11.9,21.6,487.1,Normal movement,No,Normal
COW-1839,8,10.47,7.11,4.0,2,25.1,9.5,20.0,23.9,532.0,Reduced movement,No,Normal
COW-1840,4,8.84,4.45,4.0,26,22.9,9.2,0.1,21.8,521.4,Muscle tremors,No,Normal
COW-1841,2,6.42,3.6,3.2,14,11.2,4.6,20.8,12.9,292.5,Unable to stand,No,Mild
COW-1842,6,8.35,7.91,3.1,27,17.4,5.9,34.6,18.6,391.5,Unable to stand,No,Subclinical
COW-1843,2,7.24,5.3,4.6,3,19.7,5.3,26.9,18.3,434.5,Lethargic,No,Subclinical
COW-1844,2,5.82,6.29,3.7,27,37.1,3.3,13.9,10.6,236.6,Reduced movement,Yes,Moderate
COW-1845,6,6.53,6.66,2.7,1,27.5,4.7,22.4,12.4,254.4,Lethargic,No,Mild
COW-1846,4,6.09,7.87,4.8,-2,31.4,4.8,-8.7,16.4,307.6,Normal movement,No,Mild
COW-1847,6,7.85,6.49,3.1,30,17.0,6.7,-1.1,19.6,398.2,Muscle tremors,No,Subclinical
COW-1848,4,6.18,3.96,3.7,1,17.1,3.3,29.6,16.9,371.3,Normal movement,No,Mild
COW-1849,7,7.8,7.79,4.2,28,27.4,6.7,30.8,16.7,452.4,Unable to stand,No,Subclinical
COW-1850,6,5.32,5.19,3.9,-1,29.9,3.8,-8.0,14.0,276.2,Unable to stand,Yes,Moderate
COW-1851,2,9.5,7.11,2.9,11,23.7,7.2,4.7,21.8,453.4,Reduced movement,No,Normal
COW-1852,2,4.25,4.56,3.9,29,34.4,0.9,-8.9,7.1,153.3,Muscle tremors,Yes,Critical
COW-1853,5,4.41,7.44,2.2,8,29.1,0.5,25.4,6.5,104.1,Normal movement,Yes,Critical
COW-1854,2,10.11,7.04,3.0,-1,43.2,8.7,17.9,22.3,575.3,Unable to stand,No,Normal
COW-1855,8,5.85,5.54,4.0,22,26.7,2.5,28.0,8.3,184.3,Reduced movement,Yes,Moderate
COW-1856,1,8.55,4.9,4.1,-4,29.3,9.3,-12.1,19.4,541.2,Muscle tremors,No,Normal
COW-1857,7,6.63,6.08,4.7,17,16.8,4.1,9.0,12.7,267.7,Normal movement,No,Mild
COW-1858,2,9.68,6.97,3.7,-5,40.6,7.7,-1.3,23.2,583.3,Normal movement,No,Normal
COW-1859,3,9.38,7.45,5.0,3,31.2,7.8,11.3,20.2,540.4,Normal movement,No,Normal
COW-1860,2,6.23,4.78,4.7,9,25.5,4.1,1.6,15.0,360.3,Lethargic,No,Mild
COW-1861,5,5.78,5.71,2.3,17,41.5,2.5,23.8,14.3,218.3,Unable to stand,Yes,Moderate
COW-1862,2,7.28,6.71,2.6,18,35.4,5.3,28.3,19.9,384.6,Normal movement,No,Subclinical
COW-1863,8,4.41,3.17,2.8,19,20.5,1.2,38.1,4.7,139.9,Normal movement,Yes,Critical
COW-1864,7,9.49,4.03,2.6,22,28.6,9.6,21.3,20.7,456.7,Normal movement,No,Normal
COW-1865,6,8.31,7.14,2.8,8,36.5,6.8,3.8,18.8,400.4,Unable to stand,No,Subclinical
COW-1866,7,8.1,5.77,4.9,13,40.0,6.9,36.6,18.8,471.1,Muscle tremors,No,Subclinical
COW-1867,5,7.23,3.66,2.0,12,13.0,5.8,-1.3,18.7,488.7,Unable to stand,No,Subclinical
COW-1868,7,8.58,6.27,4.3,-5,14.4,7.8,16.3,19.9,487.6,Lethargic,No,Normal
COW-1869,3,5.4,4.79,3.9,30,17.6,2.0,-11.8,8.1,184.4,Normal movement,Yes,Moderate
COW-1870,6,10.41,4.3,3.5,9,32.1,8.3,-6.9,19.8,568.0,Unable to stand,No,Normal
COW-1871,4,6.1,5.9,2.1,9,12.1,3.1,24.3,16.1,379.1,Lethargic,No,Mild
COW-1872,1,4.45,6.0,3.0,-1,27.7,1.8,-8.8,6.1,166.2,Normal movement,Yes,Critical
COW-1873,6,9.64,5.13,2.8,-4,21.4,9.5,28.3,22.8,460.7,Lethargic,No,Normal
COW-1874,6,4.16,3.22,4.8,-4,13.7,2.0,-3.4,7.7,99.2,Lethargic,Yes,Critical
COW-1875,6,8.32,3.75,4.3,0,43.4,5.8,37.7,17.9,448.6,Reduced movement,No,Subclinical
COW-1876,7,7.75,6.04,4.0,28,25.4,5.2,-0.2,19.4,469.7,Unable to stand,No,Subclinical
COW-1877,4,9.16,4.57,4.9,10,25.6,9.4,37.7,24.8,484.6,Muscle tremors,No,Normal
COW-1878,6,7.78,4.15,4.4,9,29.9,5.2,30.5,16.8,422.6,Reduced movement,No,Subclinical
COW-1879,4,5.7,4.3,2.9,15,14.1,2.8,7.5,12.1,196.6,Unable to stand,Yes,Moderate
COW-1880,8,4.39,3.08,2.4,11,36.8,1.7,24.1,9.4,185.2,Muscle tremors,Yes,Critical
COW-1881,3,6.78,3.37,3.5,28,42.2,4.7,34.7,12.1,275.0,Lethargic,No,Mild
COW-1882,4,9.92,5.96,3.8,-3,12.6,7.4,35.6,24.3,584.8,Muscle tremors,No,Normal
COW-1883,8,5.67,6.67,4.2,27,12.9,2.9,34.3,13.3,264.0,Unable to stand,Yes,Moderate
COW-1884,8,7.53,7.72,2.3,14,27.3,5.9,-12.3,17.5,438.2,Unable to stand,No,Subclinical
COW-1885,7,5.26,3.21,4.8,8,25.1,2.8,0.3,13.3,294.4,Unable to stand,Yes,Moderate
COW-1886,6,9.07,7.43,2.9,11,44.6,7.4,26.4,19.9,515.8,Reduced movement,No,Normal
COW-1887,3,6.09,5.99,2.1,29,28.8,4.1,-4.3,15.1,275.3,Muscle tremors,No,Mild
COW-1888,1,5.33,5.22,2.4,24,20.3,2.6,-9.0,14.6,231.2,Normal movement,Yes,Moderate
COW-1889,7,7.69,6.34,4.9,0,36.0,5.2,-2.8,15.7,391.8,Normal movement,No,Subclinical
COW-1890,6,9.05,6.53,2.9,-3,25.2,8.9,36.3,21.6,566.6,Unable to stand,No,Normal
COW-1891,1,10.4,7.36,2.7,7,19.3,8.9,-6.7,19.7,538.0,Reduced movement,No,Normal
COW-1892,5,6.12,6.62,2.6,22,12.4,4.3,15.7,12.5,327.4,Reduced movement,No,Mild
COW-1893,1,6.38,6.19,3.5,6,40.7,3.5,31.2,14.3,337.6,Lethargic,No,Mild
COW-1894,8,6.72,3.48,2.3,13,24.7,3.8,9.6,14.1,322.1,Reduced movement,No,Mild
COW-1895,2,6.16,4.99,2.4,25,39.4,4.9,32.5,16.0,302.1,Unable to stand,No,Mild
COW-1896,4,7.04,5.05,3.7,15,19.2,5.5,2.5,16.1,477.6,Muscle tremors,No,Subclinical
COW-1897,7,5.36,4.7,4.5,14,25.7,3.8,-2.8,9.9,267.4,Reduced movement,Yes,Moderate
COW-1898,2,8.33,3.1,4.2,19,13.2,6.2,23.8,16.6,440.7,Lethargic,No,Subclinical
COW-1899,2,6.59,3.78,3.6,9,20.2,4.0,-6.1,14.2,279.8,Lethargic,No,Mild
COW-1900,4,9.61,6.78,3.6,27,23.9,7.7,11.7,18.1,576.8,Reduced movement,No,Normal
COW-1901,1,8.96,3.62,4.4,20,14.6,9.3,25.7,19.7,490.9,Lethargic,No,Normal
COW-1902,2,5.07,3.07,4.5,4,13.3,3.4,17.4,13.3,229.8,Muscle tremors,Yes,Moderate
COW-1903,5,10.07,5.29,2.3,25,23.2,8.3,8.6,23.2,495.3,Reduced movement,No,Normal
COW-1904,5,4.18,3.09,3.5,20,43.3,1.9,26.9,7.2,109.4,Normal movement,Yes,Critical
COW-1905,1,7.56,6.21,3.0,0,13.3,5.5,-5.7,16.8,434.5,Muscle tremors,No,Subclinical
COW-1906,2,7.2,5.83,2.7,26,18.8,6.2,2.1,17.4,458.5,Lethargic,No,Subclinical
COW-1907,1,5.29,6.45,4.3,26,29.1,3.1,2.2,10.8,180.7,Reduced movement,Yes,Moderate
COW-1908,8,9.53,3.53,4.1,19,14.5,9.6,-14.3,24.9,462.2,Unable to stand,No,Normal
COW-1909,3,6.18,5.48,3.9,28,27.1,4.7,26.2,12.7,382.8,Unable to stand,No,Mild
COW-1910,1,7.42,6.38,3.6,18,29.7,5.9,-5.9,16.5,488.3,Lethargic,No,Subclinical
COW-1911,4,8.12,5.36,2.6,16,42.4,6.9,24.6,16.9,440.7,Reduced movement,No,Subclinical
COW-1912,8,8.52,7.88,2.9,7,17.0,8.2,-9.8,19.1,460.1,Muscle tremors,No,Normal
COW-1913,1,9.75,7.42,3.0,-5,42.5,8.8,0.1,18.5,545.5,Muscle tremors,No,Normal
COW-1914,5,7.51,6.21,2.6,4,13.6,6.5,-3.1,19.7,434.2,Reduced movement,No,Subclinical
COW-1915,2,8.75,5.88,4.6,12,43.8,8.6,25.5,22.5,507.4,Unable to stand,No,Normal
COW-1916,8,6.19,7.65,3.8,4,15.8,3.0,33.1,13.4,282.5,Lethargic,No,Mild
COW-1917,1,8.77,4.51,4.3,10,29.6,9.4,5.8,21.0,520.8,Muscle tremors,No,Normal
COW-1918,6,6.28,7.21,4.9,12,34.9,4.0,31.2,15.2,382.5,Unable to stand,No,Mild
COW-1919,5,7.96,3.13,3.1,24,37.0,6.1,4.0,17.2,402.2,Muscle tremors,No,Subclinical
COW-1920,4,9.26,5.21,3.6,-5,30.5,7.5,3.1,23.2,451.6,Lethargic,No,Normal
COW-1921,1,5.55,3.22,4.1,11,19.6,2.1,-11.9,9.9,237.4,Unable to stand,Yes,Moderate
COW-1922,8,5.9,7.37,4.3,1,11.3,3.3,-13.4,11.4,236.8,Reduced movement,Yes,Moderate
COW-1923,3,6.78,3.28,3.9,-2,21.0,3.3,32.2,14.5,376.9,Lethargic,No,Mild
COW-1924,4,4.42,7.5,4.7,5,41.7,1.6,17.3,6.0,160.6,Lethargic,Yes,Critical
COW-1925,7,7.58,6.81,2.4,12,12.9,6.3,9.4,15.3,378.9,Lethargic,No,Subclinical
COW-1926,7,6.16,4.37,3.1,16,26.3,4.5,31.0,17.0,250.5,Normal movement,No,Mild
COW-1927,8,7.12,4.59,3.9,-4,36.8,6.8,28.4,15.9,363.0,Reduced movement,No,Subclinical
COW-1928,8,6.07,6.21,4.7,7,36.2,4.4,25.6,13.5,375.6,Lethargic,No,Mild
COW-1929,5,8.86,3.94,4.7,6,44.3,7.4,-0.7,20.2,483.9,Muscle tremors,No,Normal
COW-1930,8,9.21,7.15,4.1,5,11.3,8.1,30.9,23.4,528.5,Muscle tremors,No,Normal
COW-1931,4,10.49,4.44,3.0,27,29.3,8.3,25.9,22.5,552.3,Lethargic,No,Normal
COW-1932,4,9.02,6.29,2.6,3,26.4,8.4,2.8,18.2,467.3,Unable to stand,No,Normal
COW-1933,1,7.45,3.79,3.4,16,32.7,5.2,-9.5,16.8,485.2,Lethargic,No,Subclinical
COW-1934,8,9.59,5.97,4.1,20,26.6,9.3,-1.6,21.1,542.5,Lethargic,No,Normal
COW-1935,8,6.61,6.82,4.7,27,13.8,3.6,8.4,17.8,381.6,Lethargic,No,Mild
COW-1936,7,4.33,5.98,4.1,28,16.9,0.7,38.5,5.0,116.1,Reduced movement,Yes,Critical
COW-1937,6,10.08,3.71,3.0,20,15.8,7.2,-15.0,18.6,568.9,Reduced movement,No,Normal
COW-1938,3,9.1,3.45,2.7,30,39.6,7.2,5.6,19.7,480.5,Muscle tremors,No,Normal
COW-1939,2,9.44,6.34,4.5,10,36.7,9.1,-9.7,22.9,586.9,Reduced movement,No,Normal
COW-1940,3,9.3,7.36,3.8,29,12.5,8.0,11.9,20.0,551.2,Unable to stand,No,Normal
COW-1941,3,10.04,6.05,4.3,-1,32.6,8.1,-7.4,20.4,573.5,Reduced movement,No,Normal
COW-1942,5,9.37,4.42,3.2,25,11.2,8.0,37.7,22.6,513.9,Muscle tremors,No,Normal
COW-1943,7,9.86,6.43,2.3,20,38.1,9.5,-14.3,21.3,462.4,Lethargic,No,Normal
COW-1944,7,9.87,5.11,2.2,22,19.1,7.0,19.9,22.6,550.5,Unable to stand,No,Normal
COW-1945,8,5.45,7.86,2.3,6,44.3,3.6,14.2,13.0,281.3,Muscle tremors,Yes,Moderate
COW-1946,2,5.14,3.99,4.4,24,25.2,2.7,10.6,14.5,250.8,Normal movement,Yes,Moderate
COW-1947,8,9.42,5.13,4.0,-4,29.0,7.2,-5.2,22.2,505.4,Lethargic,No,Normal
COW-1948,8,7.45,3.18,4.2,10,16.1,6.3,14.4,18.0,403.6,Reduced movement,No,Subclinical
COW-1949,8,6.39,4.22,4.5,28,29.9,3.5,-12.8,17.8,353.3,Lethargic,No,Mild
COW-1950,3,7.85,5.56,4.2,16,42.5,6.4,26.2,19.1,365.2,Muscle tremors,No,Subclinical
COW-1951,3,8.33,7.18,3.3,2,37.8,5.5,16.4,18.3,482.4,Lethargic,No,Subclinical
COW-1952,4,6.62,7.68,2.8,6,19.7,3.1,21.9,15.4,282.3,Unable to stand,No,Mild
COW-1953,3,7.95,5.07,2.4,12,26.2,5.5,28.5,17.0,352.8,Lethargic,No,Subclinical
COW-1954,4,8.54,6.56,4.5,21,32.2,8.0,3.1,18.4,493.2,Muscle tremors,No,Normal
COW-1955,1,7.48,7.27,3.5,29,34.4,5.6,22.0,19.1,372.8,Lethargic,No,Subclinical
COW-1956,2,7.88,7.92,3.1,13,36.3,6.1,9.8,16.7,381.1,Muscle tremors,No,Subclinical
COW-1957,3,9.75,6.76,2.9,26,44.6,8.7,5.6,20.9,564.7,Unable to stand,No,Normal
COW-1958,2,8.69,3.89,2.5,20,29.3,7.7,4.4,24.9,535.6,Reduced movement,No,Normal
COW-1959,5,7.45,7.8,4.3,15,27.6,5.7,14.3,15.5,482.7,Reduced movement,No,Subclinical
COW-1960,8,5.68,7.37,3.2,-5,28.6,2.6,3.4,14.5,198.8,Muscle tremors,Yes,Moderate
COW-1961,2,6.35,6.18,3.9,3,31.3,4.3,12.7,17.8,311.5,Normal movement,No,Mild
COW-1962,7,8.32,5.36,2.3,18,10.8,5.7,18.1,16.2,435.4,Muscle tremors,No,Subclinical
COW-1963,4,8.19,3.88,4.8,7,21.3,5.3,1.1,16.8,481.2,Normal movement,No,Subclinical
COW-1964,8,9.42,3.88,3.4,2,38.1,9.1,31.1,21.1,486.3,Reduced movement,No,Normal
COW-1965,2,8.51,7.98,4.6,-1,37.4,7.1,37.7,22.7,580.1,Unable to stand,No,Normal
COW-1966,1,9.38,7.14,4.2,-3,22.7,9.5,24.4,18.4,571.7,Unable to stand,No,Normal
COW-1967,8,6.39,7.13,4.3,2,35.3,3.2,5.2,12.9,289.4,Lethargic,No,Mild
COW-1968,4,10.09,3.37,4.7,26,36.3,7.6,26.6,18.7,546.3,Lethargic,No,Normal
COW-1969,8,9.16,3.18,2.4,28,20.1,8.4,-2.8,19.8,491.3,Lethargic,No,Normal
COW-1970,5,7.43,6.57,4.0,4,36.0,6.4,23.2,17.8,395.7,Reduced movement,No,Subclinical
COW-1971,7,6.23,3.74,2.0,18,35.2,3.5,26.0,17.1,337.5,Unable to stand,No,Mild
COW-1972,3,8.36,5.62,3.1,26,32.7,6.3,32.9,17.9,425.2,Muscle tremors,No,Subclinical
COW-1973,7,8.53,4.12,2.8,2,32.7,9.8,4.6,20.4,496.4,Muscle tremors,No,Normal
COW-1974,1,8.18,4.14,2.6,-3,23.9,6.7,-9.6,18.9,428.6,Lethargic,No,Subclinical
COW-1975,5,7.77,7.85,2.2,28,18.7,6.1,-0.9,18.7,480.9,Reduced movement,No,Subclinical
COW-1976,4,6.21,4.33,2.8,7,35.7,4.4,35.5,13.1,396.9,Reduced movement,No,Mild
COW-1977,1,7.29,3.49,4.6,-2,21.2,5.5,19.9,18.8,421.6,Reduced movement,No,Subclinical
COW-1978,8,7.12,5.44,3.7,22,40.1,5.4,-8.9,17.7,382.2,Muscle tremors,No,Subclinical
COW-1979,4,6.53,4.26,3.2,12,27.2,4.3,-5.3,16.5,398.8,Unable to stand,No,Mild
COW-1980,5,8.33,4.38,3.7,14,31.9,5.6,-8.9,19.3,387.4,Reduced movement,No,Subclinical
COW-1981,6,8.25,6.8,4.0,1,42.4,6.0,9.4,17.5,376.8,Unable to stand,No,Subclinical
